id,lang,text
991740205450309632,en,Decision day had me feeling all sorts of feelings today 🤧❤️ https://t.co/vowIA8vp7D
991743141324709894,en,We graduating🤧🎓 https://t.co/kC5rqyp3mG
991788665625030656,en,@QuadStack is talking about the 6 core components of #IoT and #InteropITX https://t.co/h40K2pyNf4
991740205450309632,en,Decision day had me feeling all sorts of feelings today 🤧❤️ https://t.co/vowIA8vp7D
991743141324709894,en,We graduating🤧🎓 https://t.co/kC5rqyp3mG
991788672252022784,en,@rand_yosh314 because i'm here
991506282728361984,en,You'd hate to be court side for that 😳👑 https://t.co/OrL4IdwBZU
991788672247791616,en,I think @Daniel_Barnes14 would love to be court side for that https://t.co/Cv4ccpNO26
992668234582282240,en,"Acacia Ridge Bayside United ⇾ Australia Brisbane Premier League  Plenty of shots on target after 26 min, but no goal! #Inplay and pre-game #stats at https://t.co/Iv4TAkLrYu!"
992668234578124801,en,I don’t want your password or your phone.  I just want the Truth if i ask you about something ♥️
992668234556952576,en,Yo my Uber driver drive way too fast on these streets. Low key scared
992654554834481152,en,"#BTSARMYxSTARWARS has surpassed +111,000 tweets!🔥  ➡We did an incredible job today💜  📣KEEP VOTING!📣  #PremiosMTVMiaw #MTVLAKPOPBTS #MTVBRKPOPBTS @BTS_twt"
991809847724306432,en,If you haven’t heard about what is going on in Puerto Rico right now then get educated please. https://t.co/2dcEB82AxU
991506282728361984,en,You'd hate to be court side for that 😳👑 https://t.co/OrL4IdwBZU
991788672247791616,en,I think @Daniel_Barnes14 would love to be court side for that https://t.co/Cv4ccpNO26
992456556565422081,en,OPINION BY BABA GRUMPY: #MerciArsene | TheCable https://t.co/YRnudae7tZ https://t.co/a1MKq52BrS
991738790929715202,en,"But he spread hatred on Twitter, saying ""death to shias ... death to every single one of them"", describing them as ""dirty and filthy shiite scum"" and calling for them to be burnt alive.  https://t.co/VdJuqIvAGo"
991772335425380352,en,Granddaughter is teething (which explains the attitude) but she is napping now so YAY! More #decals posted on ebay but thinking about signing up for an #ebaystore though.....any thoughts?? #Futurenomad #smallbusinessowner
991750422741299206,en,24Hour #Giveaway !💰  👉1$ Paypal 👉3 Steam Keys 👉Verified PAYPAL ACCOUNT 👉Twitch Prime  ➡️4 WINNERS🤩🤩🤩  ♻️Retweet♻️ 🔓Follow🔓 @ModricFX  @CraziiFX  @SlinkGivez  @CybrMarvin  End: 24 Hours  good luck https://t.co/Npf7gHFw4d
990442448957661184,en,One day Indian airports will get over this silly fascination for announcements in clumsy foreign accents.
991772335412797441,en,"If it were a strategy to attract tourists, that would be one thing. But that's unlikely. https://t.co/th32GO5B20"
991788676450529280,en,Why do I reget doing stupid shit yolo
991788278792839168,en,@annmontero1234 ME FLIPAN😍
991516060758224896,en,When you really don’t want to go to school😂 “estoy embarazada” https://t.co/r7vXrEK9di
990442448957661184,en,One day Indian airports will get over this silly fascination for announcements in clumsy foreign accents.
991772335412797441,en,"If it were a strategy to attract tourists, that would be one thing. But that's unlikely. https://t.co/th32GO5B20"
992288516695511040,en,How can we deserve someone like you?? Im a proud fan here.!! Glad i made the best choice of supporting you. Only You!! Thank you for sharing your talent with us!!!   SarahG CatchYourEye
992684575569694720,en,"The 2018 Great Malvern Food Festival will take place in the grounds of Great Malvern Priory Church🇬🇧 on #BankHoliday Monday 28th May❗️Over 60 stalls of locally produced food, drink and crafts😘🍤🍺🍼🍪 #weekendvibes  #BankHolidayMonday #BankHolidayWeekend https://t.co/4al5ZHywyI"
991042865873682439,en,ur a fake friend if u don’t say love you before hanging up and that’s facts
991423317348438018,en,"@MerchGiveawaysz   Please, help me get this Little Mix shirt💜 https://t.co/Mwupj7xdy9"
991779939086229505,en,".@RudyGiuliani tells @FoxNews he fears a perjury trap in the Mueller questions.  Says with NoKo summit looming, an interview with Mueller wouldn't happen until ""into the beginning of the summer"". ""We can't effectively prepare him over the next two to three weeks."""
991780669096329217,en,I mean. He could just tell the truth. No perjury there! https://t.co/baHixTKk5e
992599232002469888,en,"so proud of bae 😭 she's 💯 in school, sports and life 💙 love you bei, what ever will make you happy we'll support you @_beadel https://t.co/w10XElNVTn"
991779939086229505,en,".@RudyGiuliani tells @FoxNews he fears a perjury trap in the Mueller questions.  Says with NoKo summit looming, an interview with Mueller wouldn't happen until ""into the beginning of the summer"". ""We can't effectively prepare him over the next two to three weeks."""
991780669096329217,en,I mean. He could just tell the truth. No perjury there! https://t.co/baHixTKk5e
992684579784876032,en,#EnjoyTheBeat from @lildickytweets ft @chrisbrown - Freaky Friday || #SchoolRule || #ThisIsMayWay
992684579768209408,en,In this way Mr. K will challenge the world  #BeingForTheBenefitOfMrKite #Beatles
992540152605134848,en,"If you had a borderless world of free movement, the culture that would win as the world homogenises itself would be the western culture; other local cultures would just not be able to compete"
987691720740691969,en,"@TokiaSaifi,Unity by force is slavery, a call for referendum is not a call for war. Much of the blood of the Biafran people have been shed by the Nigerian government  #StopBiafraKillings, #SupportBiafraReferendum, #WhereIsNnamdiKanu? https://t.co/6qck1IlWTg"
991365394207313920,en,"Did you know that #May is #NationalWalkingMonth 👣? There are many beautiful places in the UK, and when it comes to walking routes, ours are up there with the best. See what we mean? 😍 Download a free guide &gt;&gt; https://t.co/AKeIGGfIQH #SeaSwanseaBay #Walking https://t.co/tTQEMqPW2R"
991772335421222912,en,Brilliant array of cycle routes https://t.co/OoyxYQ8J6x
991758008068734976,en,BREAKING: North Korea has released all U.S. detainees at the request of President Trump.
991788676438024195,en,@ZebraOG Very bad
991133900201168899,en,These taste totally different 😳or maybe it’s just me.... https://t.co/4tI4pX0HOr
992667499836588033,en,"Walking down memory lane: Same day edit of @delavinkisses' fan debut (c) fontsandgraphs Thank you @MomshieArts &amp; all Kissables who love our dear girl with all your hearts! Ngayon palang, sending my congrats to a successful event today! Love you all!  #Kisses19thWithFanmily https://t.co/Uu1F9fIfMy"
991365394207313920,en,"Did you know that #May is #NationalWalkingMonth 👣? There are many beautiful places in the UK, and when it comes to walking routes, ours are up there with the best. See what we mean? 😍 Download a free guide &gt;&gt; https://t.co/AKeIGGfIQH #SeaSwanseaBay #Walking https://t.co/tTQEMqPW2R"
991772335421222912,en,Brilliant array of cycle routes https://t.co/OoyxYQ8J6x
991772335429554176,en,Sugar &amp; Spice➿ https://t.co/azpIxSBkel
991772339615416320,en,"22515b28eea8bd90e106dfe10f7d847f472994ec17d0b5c31bee4e5366c0f258 SHA256, new #Malware detected by Wildfire, file type PE"
991441566626496512,en,Dodgers Coach Dave Roberts may have been correct to criticize Cody Bellinger’s lack of hustle.  #Dodgers https://t.co/ENcVQmUBba
992647631569502208,en,Bakken Shale Getting Back In-the-Money With U.S. Oil Nearing $70 https://t.co/g08jgTvluB via @markets
992683072926638080,en,can filo armys rt this and let's be mutuals
992193391894155265,en,"ughhh, my superfamily heart bitch! https://t.co/CymiPJmoTj"
991534485916258305,en,maybe they are jealous bc joy’s fans got her gucci and they only got a cake NDKDKDKSLSKSKS
991788676437835776,en,any pc nerds know what card would be better for casual gaming ? 🤔 https://t.co/14V8zJ21bP
991788676421160960,en,"@kylegriffin1 There's stuff you can't unsee and there's stuff you can't unhear, even if it's only mentally..."
991521893776744448,en,THE INFINITY STONES WERE HIDING IN PLAIN SIGHT https://t.co/NxzDSs0rgd
991701913543630848,en,"Nigeria's Representative at Miss Universe in 1964, Edna Park fainted after her name wasn't called as a finalist at the pageant. https://t.co/SSfXEOdQ8q"
991400076516864000,en,PLEASE HELP OUT MY THIRD HOUR &amp; RETWEET THIS!! https://t.co/aLPxlTM4ve
992342603634020353,en,Can y’all just fucking study https://t.co/g43yVmLVCO
991722123826794497,en,Nobody knows everything but everybody knows something.. @lynieg88 @jophie30 @wengcookie @sherrypie18  #ALDUB146thWeeksary
992036212897730560,und,Retlo swela go rata dilo!   @mzwakhengwee khuzani! https://t.co/0AsJxbpbSX
992668238768214016,en,Red Label https://t.co/oMoEtkv7zr
991400076516864000,en,PLEASE HELP OUT MY THIRD HOUR &amp; RETWEET THIS!! https://t.co/aLPxlTM4ve
992342603634020353,en,Can y’all just fucking study https://t.co/g43yVmLVCO
991772339640483840,en,"@_ChelleShock omg the first thing that comes up when I google it is the notorious Bucky, the official fighting beverage of Scotland.  I meant it more in the folk-remedy way, like digestive bitters or chartreuse"
991758008068734976,en,BREAKING: North Korea has released all U.S. detainees at the request of President Trump.
990719770738774017,en,fashion nova needs a walk-in store 😭
991333246452600834,en,In Houston https://t.co/bFJxcne5mW
992036212897730560,und,Retlo swela go rata dilo!   @mzwakhengwee khuzani! https://t.co/0AsJxbpbSX
992668238768214016,en,Red Label https://t.co/oMoEtkv7zr
990719770738774017,en,fashion nova needs a walk-in store 😭
991333246452600834,en,In Houston https://t.co/bFJxcne5mW
992660242981892096,en,"Never give up on yourself, once you do, there is nobody left."
992127391429484545,en,Me subtweeting https://t.co/1SjyMxRpeW
992516749441544194,en,"it's all fun and games, but if i don't see you supporting kun in his debut with nct china, his actual debut with lines and a unit, I'm gonna fight you all on a rooftop, renjun style"
991788680640696322,en,@Mr_Franshu I love u franchus 💓💓💓💓💓
991788680636436482,en,"@LolaBeeswax @TheBloggess When I was a book clerk, I had a kid ask for The Greatest Vacation by Dickings.  Then I had an older lady want the Non Fiction version of the Lion King."
991788680636493824,en,@CaptainCons Hahaha missed that nice transition weather entirely
991779002514903041,en,my summer high is only gonna last until monday when i get my statistics grade back
991788680628064257,en,I JUST OFFICIALLY FAILED MY FIRST COLLEGE CLASS https://t.co/SDcM3vuCS5
992681923733581824,en,KP govt’s mis-governance needs no bounds. The whole of Peshawar has been dug to imitate Lahore Metro and result is just Zero https://t.co/B4enOVeJhq
992684583958253570,en,@JoeDiego24 @neminicedere @DPJHodges @MaryKapadia It was 7:36am. I was walking whilst typing. Sorry for making a typo?
992681010696466432,en,just thought I’d join the wave #FineColouredWomen https://t.co/Q1PhyUHsRA
992684298380726272,en,I definitely saw this person at home affairs. https://t.co/Eih4tztql1
991779002514903041,en,my summer high is only gonna last until monday when i get my statistics grade back
991788680628064257,en,I JUST OFFICIALLY FAILED MY FIRST COLLEGE CLASS https://t.co/SDcM3vuCS5
992668242953912320,en,@ULTIMATERPE Here your daddy @freezeyoongi
992668242970796032,en,@JoshArgonza III of Spades :ccc blaster and friends zjeslelsls
991513768009007104,en,YYXY STANDS FOR YES YOU XARE YTHELOVESOFMYLIFE https://t.co/5JKbFfYkDH
991772339623858176,en,"That love poem I written and posted on here.......always have it in my pocket, because it means so much to me that I have to stick together with it and be the sweetest to all of the beautiful women I know"
991772339607089152,en,@realBearzerker @DarkFilly Tis a fool's choice to underestimate any foe. Like the blood storm that was Snoball the Fluffy Bunny
992681010696466432,en,just thought I’d join the wave #FineColouredWomen https://t.co/Q1PhyUHsRA
992684298380726272,en,I definitely saw this person at home affairs. https://t.co/Eih4tztql1
991772339611357185,en,🎤 Check: my views on 5 songs I enjoyed from @JanelleMonae’s album “Dirty Computer” https://t.co/EwpcPTr7VW https://t.co/mysEdPMM0y
991000796568457216,en,In 1975 this man Gary Dahl sold 1.5 million pet rocks for $4 each and became a millionaire. Don't let nobody tell you your idea is stupid. https://t.co/kRc1cDE5TP
991788680615550977,en,@jonnymorris1973 Less scary than the ghost of his front
991788680615313408,en,E89CF5CE :Battle ID I need backup! Lvl 120 Grimnir https://t.co/PQzxB1clUu
991760038233559040,en,@katelambton @TSB I’ve had enough now and watched @PaulPester being interviewed today and he was so arrogant and just telling blatant lies!
991784058114990081,en,Is like Cardi B VS the World
991788680615428097,en,Minus me... I’ve got your back @iamcardib! #ImaginaryBestFriends 😅 https://t.co/Ow7sABhjye
991784058114990081,en,Is like Cardi B VS the World
991788680615428097,en,Minus me... I’ve got your back @iamcardib! #ImaginaryBestFriends 😅 https://t.co/Ow7sABhjye
987338839273373696,en,"Anyone discern a call to assist this bishop: holding the base, seeking to organise &amp; point her in the right direction? (A challenge, I’ll admit). Boring office job? No chance! Longing to work with heart &amp; soul as well as mind &amp; strength? Here: https://t.co/CdxOOaxJxU"
991588574972739584,en,Sharing in a bishop’s ministry based in Guildford? Still five days left to enquire and apply... (Grateful to all who might fruitfully RT this opening) @CofEGuildford https://t.co/L3w6XvkTF0
992351475287261185,en,"Follow, RT &amp; comment your answer below for a chance to win 600 ENJ. We will pick 5 winners at 18:00 May, 2018 (HKT, UTC+8). The top 5 tokens will also have a chance to be listed on OKEx.  TCs: https://t.co/BUmOzsAUlH https://t.co/Ak53MAdOn3"
987338839273373696,en,"Anyone discern a call to assist this bishop: holding the base, seeking to organise &amp; point her in the right direction? (A challenge, I’ll admit). Boring office job? No chance! Longing to work with heart &amp; soul as well as mind &amp; strength? Here: https://t.co/CdxOOaxJxU"
991588574972739584,en,Sharing in a bishop’s ministry based in Guildford? Still five days left to enquire and apply... (Grateful to all who might fruitfully RT this opening) @CofEGuildford https://t.co/L3w6XvkTF0
992684583945633794,en,"Trucks For Sale, Commercial Vehicle Sales, Vehicle Market, Vans and Trucks on Sale-Trucks Online https://t.co/numrPLA2uK"
991772339623923714,en,"@RawStory Welp, Rudy ""The Assassin"" Giuliani is supposed to take over, no? LOL I can't wait to see Mueller wipe the floor with Nosferatu. https://t.co/iCxVXbhsaE"
991772343830626304,en,@stacygallagher1 Haha love the planning
991772343805661184,en,#Uganda: Agency banking officially launched in Uganda https://t.co/jvRUGgkfbJ
991149146508640258,en,hyungwon: the evolution https://t.co/zczCXhK6RI
991708901044187138,en,2018 Tennessee Football Summer Camps  Register: https://t.co/iI1RXkRaG0  #PoweredByTheT https://t.co/6nwbWtgo6P
989696486127685634,en,me when I find someone on twitter with the same sense of humor as me https://t.co/LcclxUyQjt
992636304428068864,en,#WeLoveModi reason is not required to love him ...Just love him and you will realised by your own . https://t.co/cdO7IRFN7m
991788340683919362,en,"""And yet, I don't see you flashing me anything at all.""  Cue the cheeky grin. https://t.co/1FuxPcgdhY"
991788680640712706,en,"She smirked in return and waved her finger side to side.  ""Tut. Tut. Tut.  No public nudity, I want ya to myself so I can give ya all of me~"" https://t.co/W8NvsB0Qne"
991402637185703937,en,Ok so I have 1 week to do this. Help a girl out! I do rtxrt so please help me! @MerchxGiveaways thank you! https://t.co/NvPtM1Fq8N
991788340683919362,en,"""And yet, I don't see you flashing me anything at all.""  Cue the cheeky grin. https://t.co/1FuxPcgdhY"
991788680640712706,en,"She smirked in return and waved her finger side to side.  ""Tut. Tut. Tut.  No public nudity, I want ya to myself so I can give ya all of me~"" https://t.co/W8NvsB0Qne"
992609272050700288,en,Who will win Karnataka?
992684583958269954,en,Should you hire a #marketing agency or a marketing person? via @WeAreArticulate https://t.co/165Sy1pV6a https://t.co/X30Rhlrbgg
992322028152778752,en,@LlangattockPick @Keep_Wales_Tidy @Team4Nature300 @Glanusk @PowysCC @crickhowellhs @2minbeachclean @ZilchUK @sascampaigns @mcsuk Why is it that volunteers have to pick up the crap @McDonaldsUK @KFC_UKI and increasingly @CostaCoffee customers leave behind? Make the polluter pay! https://t.co/hi1DjtSPDh
991783380424560641,und,https://t.co/6iHkXHd73B
991788680649101318,en,MY BABE https://t.co/mOHaEpgElO
991783380424560641,und,https://t.co/6iHkXHd73B
991788680649101318,en,MY BABE https://t.co/mOHaEpgElO
911266675160485890,en,you ain't really from arkansas if you've never had these 😋😋😋😩😩 https://t.co/PC787YUSAC
991278572366163969,en,"Hello Aaron,   1. Good job finding this photo on the internet, I know it’s from Iowa 2. It’s still unacceptable  3. Here’s the attention you were looking for https://t.co/1tBeecnpvS"
991772343818162176,en,@rustyclanton these have very nice colour palettes. i love
991772343813967872,en,@dodo @shoe0nhead cute bun and doggo
992172252736249856,en,holy crap latata is such a lit song.  And can i just say soyeon has gotten so much prettier than when she was on produce 101.
911266675160485890,en,you ain't really from arkansas if you've never had these 😋😋😋😩😩 https://t.co/PC787YUSAC
991278572366163969,en,"Hello Aaron,   1. Good job finding this photo on the internet, I know it’s from Iowa 2. It’s still unacceptable  3. Here’s the attention you were looking for https://t.co/1tBeecnpvS"
991788680632258565,en,@JayMFKay 🤣 I guess. Gave em credit if they did it. No penalty if they didn’t. Principal ain’t know that 😈
991619871006916609,en,Sky Sports has lost the rights to La Liga from next season. They have been secured by a company called Eleven Sports run by a former BT Sport CEO.
991626073497534464,en,"So Sky has - No La Liga - No Bundesliga - No Ligue 1 - No Serie A - No Champions League  Yet the price goes up every 3 months for ""the home of football"" https://t.co/aiheysmquS"
991619871006916609,en,Sky Sports has lost the rights to La Liga from next season. They have been secured by a company called Eleven Sports run by a former BT Sport CEO.
991626073497534464,en,"So Sky has - No La Liga - No Bundesliga - No Ligue 1 - No Serie A - No Champions League  Yet the price goes up every 3 months for ""the home of football"" https://t.co/aiheysmquS"
991772322855088130,en,My twitter family: Parents: @mandellivaleria @naofoiootariano Spouse: @_GLopees Children: @heytorlucas_ @quirinoking  via https://t.co/K3UrWrGqvk  . https://t.co/nsK04Gwzwe
991772343822442497,en,@more_milf @divaliciousuk 😂😂😂😂 ammm good luck answering that one lol
992684492065263617,en,SABC 1 Just couldn't let us watch njeee #AkhumziJezileFuneral https://t.co/EuzPTKYaWK
992684588173615104,en,@footshooter77 Hahaha. I’m not wrong though. It’s totally weird.
931555198987919361,en,friday mood https://t.co/3S5DpjI9B6
992668247152455680,en,"@Misogynerd I hate when people are loud at my complex. Our neighbors fight outside of our house, screaming at the top of their lungs."
992668251325911040,en,one person unfollowed me // automatically checked by https://t.co/K0Ysy4t6WL
991772343822319618,en,"For crude carriers, “... for the rest of the year, global oil stocks will remain pretty significant, which also means a significant lack of demand for oil transport,” Peter Sand, chief shipping analyst for BIMCO, said in an interview. @BIMCONews #shipping https://t.co/ak1HMsqU9I"
991148045516632064,en,The X-men while the Avengers were fighting Thanos https://t.co/ydbnixh4PZ
991707890187755520,en,im so fuCking ugly i wanna puNch my fucKin face off
990955961148936193,en,WHY THEY GIVING OUT SO MUCH WORK AT THE END OF THE DAMN SCHOOL YEAR
991788684830748673,en,I lay in bed at night n wonder when Curley creams peanut butter week will be this year #peanutbuttereverything
991753039303315456,en,GGGGGEEEETTTTTT INNNN!!!!! https://t.co/jgMdBc1rsG
992668251346931714,en,"If feminism and body positivity took over, we would never get to see this art like this again:   https://t.co/Ofk4ymTFnb"
990201819501559808,en,"Thread. My mum is absolutely mad. This conversation just happened over the phone. I’m in my room upstairs, and she’s downstairs."
992016377132257280,en,High five with a stranger @SeaOfThieves #BeMorePirate https://t.co/cqTtKPjIY3
991428880123637760,en,4: “Fucking Mrs Springet” https://t.co/TcJziYXNGX
991697204946587649,en,HYUNGWON AND HIS LIL DANCE https://t.co/0jAvuJEhyY
991772347995774977,en,@BrownManXav__ FAM!!!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 that never curved her greeze talk either
991769492131926017,en,VIRAL CUT CREASE STAMP TESTED!!!!! Y’all I’ve been eyeing this bad boy for a minute! Hit or miss 👀👀 https://t.co/sCuP0dHYXT https://t.co/lBtmLSmAMf
991433430373105669,en,i am groot i am steve rogers  this sweet meeting https://t.co/xwVkwAfk91
992656717270798337,en,Which Pan Pan are you today? 🐼 https://t.co/kdBNorKWKu
992684588173438977,en,so long didnt go to a public library  this library so new so atas
992684592367919105,en,Free React Native With An Express mongodb Backend Download https://t.co/mtQOML5sNW
992684592342753280,en,"This made me cry irl, but do you perhaps have any headcannons/otp bases on this tweet?  https://t.co/cmlIKCJYtM... — I don't even know if I could apply a ship to this? It's very beautiful and heartbreaking at the s... https://t.co/QURi6734vo"
991738017038716934,en,"Ratings: #Roseanne drops 26 percent in key demo, #BlackIsh rises in total viewers https://t.co/g1cH5aVCB8 https://t.co/4qVHpvskKV"
992460511014014982,en,That’s what happens when you bring back a show nobody asked for https://t.co/H6LUdTxkN5
991738017038716934,en,"Ratings: #Roseanne drops 26 percent in key demo, #BlackIsh rises in total viewers https://t.co/g1cH5aVCB8 https://t.co/4qVHpvskKV"
992460511014014982,en,That’s what happens when you bring back a show nobody asked for https://t.co/H6LUdTxkN5
991919534511607808,en,whats with softbabyknj ? lol I am blocked too 😅
991778771970781185,en,"Liverpool are the first English side to reach a Champions League final since Chelsea in 2011/12.  The eighth final in their history, more than any other English club.  🔴🔴🔴 https://t.co/4MxLV4gLW5"
991739320112500745,en,"In honor of @TheRock's birthday, tell him which win ELECTRIFIED the most. #HappyBirthdayRock https://t.co/g8ojIkQHF2"
991837822691622912,en,America is... 🇺🇸 A Free Press 🇺🇸 An Engaged Electorate 🇺🇸 The Right to Due Process 🇺🇸 Freedom to Assemble 🇺🇸 3 Co-Equal Branches 🇺🇸 Equality Under The Law 🇺🇸 The Right to Vote  America is not... ❌ The President  America will... 🇺🇸 Prevail
991435149006004227,en,"From what I hear, a lot of modern media approaches the magical girl genre from the angle of PERSONAL SACRIFICE and ENDLESS SUFFERING, so I’m glad Clear Card is here with a quick self-care PSA. https://t.co/WD8n8A151U"
992664892598620160,en,"@Reuters There's nothing quite like a mother's love, and moms from the animal kingdom are no exception."
991744041351090177,en,This is Riley. He’ll be your chauffeur this evening. Hopes you don’t mind if he drives with his shoulders. 13/10 would pay with pats https://t.co/VBtMLHCqRM
990802886262050818,en,Great roundup of crypto at GDC this year by @boxmining ! Me representin' at the Enjin Coin booth! https://t.co/dT6f7lk5zS
991903176730099712,en,@Refereum when the season 3 distribution?
992424215167959041,en,I wanna hold you when I’m not supposed to… https://t.co/Q03X6VCF64
992464071738916864,en,Woody Allen impact https://t.co/iE8xn2dEdO
991903176742785024,en,@THEBenWilhelm @PatriotMarie Lol I can see the CNN headline now.
991662359465857024,en,Gotta love Roseanne!! https://t.co/DUKSvJV72S
991709133651918848,en,ALDUB Puzzle wizards Puzzle No.1  OHT #ALDUB146thWeeksary   @ALDUB_POETweets @ALDub_RTeam @TropALDUB @AMInaticsOFC @AIFam16 @ALDubFTnQT @ls_maiden0712 @pinkyfaye @LiesesMarryHK @therese10101958 @aldubeth @Annie2859 @Mickeyz1122 @CoraMarcelo1 @boongaling_e @DavosRd @PatricioCora https://t.co/Y8f1RInQ0A
991754734653632513,en,OBESE                     #ALDUB146thWeeksary https://t.co/VFC8HWqxHl
992668251346931712,en,#socialmediamanagers See Top 31 Project Management Updated for 2017 https://t.co/i8MRzi8MEJ https://t.co/hQzpkQdvYB
991353681068150785,en,Mean Gorls https://t.co/k6oeItVC5d
991919534532591616,en,“heyyyy ******** did YOU KNOW ERICKAS IN LOVE WITH YOU?” why doesn’t angie shut her whore mouth
991798915392593920,en,After 19 years of stress I’m starting to think it’s actually “it’s a bad LIFE not a bad DAY”
991919534532628480,en,#NowPlaying  Shadows - Don't Cry For Me Argentina https://t.co/L899b6R42d #radiostation #OnAir #WebRadio
991724160689754112,en,"@Mye_Pixie @ALDubFTnQT @fthotladies @Arwen_Elfin @wengcookie @Salvesayson @ricsl1600 @montenegro_emil @ALDub_RTeam @xanria_018 @sherrypie18 @TropALDUB @salvadortrish21 @lynieg88 @WDabuet @lallavillamil61 @Mamita1224 @sfkitty56 @sakurakharel @mariachonatabe1 @serranodmarie @JennyOcera @Barbarapunzala1 @bssMagic24 @ConnieV17 @Koletskilang @Myles0312_uk @boongaling_e @abcbants @amyagapito11 @DJGraphicsArts @NoraNoraCampos @prettymai_0105 @Glynnchen ""Enjoy the little things."" — Unknown #ALDUB146thWeeksary"
992331828496224256,en,Let's see~ Have you seen Busted??  #BUSTED_SEHUN #세훈_범인은바로너  RT and tweet w/ tags! 🕵  @weareoneEXO #EXO #SEHUN #MTVBRKPOPEXO #PremiosMTVMiaw
992668255520083968,en,[BOT] Mention
991612475383529472,en,a lil hobby https://t.co/Cb4QF3hx17
991665044692918272,en,am i the only one who used to remove the top part of the flower and suck that sweet water out or? https://t.co/Lc3M5VQ8ox
991788168839155713,en,Clumsy Twitter Junkie Joe Veyera
991788684822249472,en,Big mood. https://t.co/6NcpQoVoqV
990344676589748224,en,My Baby Angel Jazz does not have long. She will die at 19 soon. As I tell @genesimmons @PaulStanleyLive both great Jews as @JRothschildAZ @GarretLewis @JeffDeWitAZ @AdamKwasman  are it is time to really get creative to fight this #HuntingtonsDisease ... https://t.co/24998m6w79
991612475383529472,en,a lil hobby https://t.co/Cb4QF3hx17
991665044692918272,en,am i the only one who used to remove the top part of the flower and suck that sweet water out or? https://t.co/Lc3M5VQ8ox
991078414194040832,en,"Bitches be like ""You mine"". First of all I'm on probation, ""I"" belong to the state."
991772347991515137,en,WHAT 😂 https://t.co/vtxvKsdJ15
991788168839155713,en,Clumsy Twitter Junkie Joe Veyera
991788684822249472,en,Big mood. https://t.co/6NcpQoVoqV
991695147506089984,en,Evo 2018 May Leaderboard  #1 DBFZ (Bigger Lead) #2 SFV:AE #3 TEKKEN 7  #4 Melee #5 SmashBrosWiiU  #6 BBTAG  #7 REV2  #8 Injustice 2  #Evo2018
991788689029185536,en,@LewisHowes Being a Father to my kids.
991903176721756162,en,Calling all cybersecurity professionals in Australia! Get answers to all of your cybersecurity questions at the biggest Cybersecurity Summit to date. Join us in Melbourne on 21 June. Learn more: https://t.co/TWju2RXkAx #CSSAUS
991755956659937282,en,"@thestarwormwood @ClarkeMicah It's chain of custody, integrity of evidence, ensuring evidence is not been tainted or corrupted. This wouldn't stand up in a Court of Law and it's nowhere near enough for war."
991338584912334849,en,"Cardi took your man you upset, uh #turntabletuesday https://t.co/4WuFd928E4"
992076302181126149,en,Your man looks like he keeps tater tots in his pocket. https://t.co/BaaBR7Iut8
991078414194040832,en,"Bitches be like ""You mine"". First of all I'm on probation, ""I"" belong to the state."
991772347991515137,en,WHAT 😂 https://t.co/vtxvKsdJ15
991724047124914176,en,"We see horrific things, we deal with horrific situations. We see the best of life and the absolute worst and sometimes things really hurt. And that is ok.  It is ok not to be ok."
991769781807341568,en,#DjKhaled’s wife stays snapping at him 😂😂😂 #MyMixtapez https://t.co/xK06F7Dpja
989984969425653765,en,Me when I’m crossing the street and a car acts like they not gonna stop https://t.co/4lfdbcAmQ2
990919850267758592,en,Throwback to the time when our Hag AlLaila Automated Traveling Machine participated in drawing smiles on the faces of kids by giving out Hag AlLaila candies to them. Bringing happiness to the kids on this joyful occasion. https://t.co/DJSLreVSaf
991757827034238977,en,WHY IS HE SO LOUD https://t.co/HcszvrmuUY
991908977997942785,en,Retweet if you miss someone.
991824378080854016,en,@GeoffMiami @browardpolitics @DWStweets @Tim_Canova @jimmy_dore @LeeCamp I would bet that none of these  '  liberal  '  programs / stations will have Tim on .  Man these people make me SOOO sick
990827267147300864,en,Retweet this giant rock of takis powder for good luck https://t.co/pt8nwFQsFG
991858423909175296,en,that’s one of the infinity stones go and hide it from thanos https://t.co/HmWy8T8LKf
992565113981841408,en,"🚩SHOW CHAMPION 📆Ends: May 6, 2018  📥application link 📱 https://t.co/ri3RHko2lh 🍎 https://t.co/X61NaTfYFa 💻https://t.co/D7vo8btTjb  👉SHOW CHAMP(exo-cbx)  https://t.co/oN4wHv8ah4   #PremiosMTVMiaw  #MTVBRKPOPEXO #MTVLAKPOPEXO #MTVLAFANEXOL #MTVLADANCEKOKOBOP @weareoneEXO https://t.co/UUwInhpxMK"
991786953224826881,en,Thank you Sylvia @LinksAcross for coming to pick up the books donated by @JBAPT_DPCDSB to your wonderful cause of building libraries in Ghana! Great work WE Team in organizing this event. #WE @metowe https://t.co/fl78LuDyML
991788697388380160,en,"Thanks @MrsMKillman! It’s encouraging to me that from a single 40 min Social Justice Workshop with me 3 years ago, you and your students have kept this going. I appreciate your support. https://t.co/72YEmHyoJO"
991755956664131585,en,@HollyLewinski Get off here !!!!😂😂
991755956689276928,en,Best part of twitter is... who cares 😂😂
